Area Code,City,Province Code,,Ref,Postal,Province,Region,Local,Lat,Long,,Advisor Emails,,Exclude Names,Exclude before @,Exclude domains
,,,,E,E4L,NB,New Brunswick,Sackville,45.9188,-64.3845,,capri.ca,,,,
,,,,E,E4M,NB,New Brunswick,Bayfield,46.0919,-64.0173,,capstoneassets.ca,,,,
,,,,E,E4N,NB,New Brunswick,Cap-Pel̩,46.2129,-64.2784,,cardinalpointsfinancial.com,,,,
,,,,E,E4P,NB,New Brunswick,Shediac,46.2198,-64.5411,,cardinalpointwealth.com,,,,
,,,,E,E4R,NB,New Brunswick,Cocagne,46.3324,-64.6187,,carelsfinancial.com,,,,
,,,,E,E4S,NB,New Brunswick,Bouctouche,46.4684,-64.739,,caringforclients.com,,,,
,,,,E,E4T,NB,New Brunswick,Bass River,46.3042,-64.972,,carletonfs.com,,,,
,,,,E,E4V,NB,New Brunswick,Saint-Antoine,46.3629,-64.7499,,carmontfinancial.com,,,,
,,,,E,E4W,NB,New Brunswick,Richibucto,46.6807,-64.8804,,caroltichelman.ca,,,,
,,,,E,E4X,NB,New Brunswick,St-Louis-de-Kent,46.7401,-64.9698,,carruthersfinancial.ca,,,,
,,,,E,E4Y,NB,New Brunswick,Rogersville,46.7345,-65.427,,cartewm.com,,,,
,,,,E,E4Z,NB,New Brunswick,Petitcodiac,45.9394,-65.1802,,cashcows.ca,,,,
,,,,E,E5A,NB,New Brunswick,Moores Mills,45.3705,-67.1737,,cashflowtutor.ca,,,,
,,,,E,E5B,NB,New Brunswick,St. Andrews,45.0845,-67.0617,,casselsinvestment.com,,,,
,,,,E,E5C,NB,New Brunswick,St. George,45.1265,-66.8314,,cassisfinancial.com,,,,
,,,,E,E5E,NB,New Brunswick,Campobello Island,44.8908,-66.9318,,castlemarkwealth.com,,,,
,,,,E,E5G,NB,New Brunswick,Grand Manan Island,44.6976,-66.8065,,cbaps.ca,,,,
,,,,E,E5H,NB,New Brunswick,Pennfield,45.1168,-66.6822,,cbiggroup.ca,,,,
,,,,E,E5J,NB,New Brunswick,Lepreau,45.1979,-66.4308,,cbrecaledon.com,,,,
,,,,E,E5K,NB,New Brunswick,Grand Bay-Westfield,45.3407,-66.2528,,cccu.ca,,,,
,,,,E,E5L,NB,New Brunswick,Fredericton Junction,45.6604,-66.6139,,ccfprivatewealth.com,,,,
,,,,E,E5M,NB,New Brunswick,Gagetown,45.7701,-66.1617,,ccgpwm.com,,,,
,,,,E,E5N,NB,New Brunswick,Hampton,45.5288,-65.8535,,cclgroup.com,,,,
,,,,E,E5P,NB,New Brunswick,Apohaqui,45.7599,-65.6704,,ccplanning.ca,,,,
,,,,E,E5R,NB,New Brunswick,St. Martins,45.351,-65.5457,,cdspi.com,,,,
,,,,E,E5S,NB,New Brunswick,Kingston,45.4098,-66.0932,,celernus.com,,,,
,,,,E,E5T,NB,New Brunswick,Norton,45.6508,-65.7302,,celfinancial.ca,,,,
,,,,E,E5V,NB,New Brunswick,Deer Island,44.9862,-66.9694,,centurion.ca,,,,
,,,,E,E6A,NB,New Brunswick,Boiestown,46.4558,-66.4198,,cerson.com,,,,
,,,,E,E6B,NB,New Brunswick,Stanley,46.3381,-66.9058,,cfcanadafinancial.ca,,,,
,,,,E,E6C,NB,New Brunswick,Durham Bridge,46.1168,-66.5989,,cfinance.biz,,,,
,,,,E,E6E,NB,New Brunswick,Millville,46.1307,-67.1962,,cfmws.com,,,,
,,,,E,E6G,NB,New Brunswick,Nackawic,45.9967,-67.2403,,cfo-financial.com,,,,
,,,,E,E6H,NB,New Brunswick,Canterbury,45.8954,-67.4678,,cfsplans.ca,,,,
,,,,E,E6J,NB,New Brunswick,McAdam,45.5923,-67.307,,cfspsc.ca,,,,
,,,,E,E6K,NB,New Brunswick,Harvey,45.729,-67.0064,,cgafirm.com,,,,
,,,,E,E6L,NB,New Brunswick,Burtts Corner,45.9881,-67.0338,,cglfinancial.com,,,,
,,,,E,E7A,NB,New Brunswick,Baker Brook,47.3,-68.7487,,cgltax.ca,,,,
,,,,E,E7B,NB,New Brunswick,Saint-Jacques,47.5655,-68.3127,,cgmail.com,,,,
,,,,E,E7C,NB,New Brunswick,Saint-Basile,47.6583,-68.0684,,chadahfinancial.com,,,,
,,,,E,E7E,NB,New Brunswick,Saint-Leonard,47.173,-67.9247,,chaltenadvisors.com,,,,
,,,,E,E7G,NB,New Brunswick,Plaster Rock,46.9065,-67.39,,chamberlainwealth.com,,,,
,,,,E,E7H,NB,New Brunswick,Perth-Andover,46.7355,-67.7039,,chapmanfinancial.ca,,,,
,,,,E,E7J,NB,New Brunswick,Bath,46.5807,-67.5911,,charandukfinancial.com,,,,
,,,,E,E7K,NB,New Brunswick,Centreville,46.3982,-67.7174,,charterhousefg.ca,,,,
,,,,E,E7L,NB,New Brunswick,Florenceville,46.5528,-67.305,,charterwealth.com,,,,
,,,,E,E7M,NB,New Brunswick,Woodstock,46.158,-67.5838,,chartwellfinancial.com,,,,
,,,,E,E7N,NB,New Brunswick,Debec,46.0555,-67.5839,,chaseziprick.ca,,,,
,,,,E,E7P,NB,New Brunswick,Hartland,46.2999,-67.5167,,cherneyfinancial.com,,,,
,,,,E,E8A,NB,New Brunswick,Saint-Quentin,47.5133,-67.3929,,chfinancial.ca,,,,
,,,,E,E8B,NB,New Brunswick,Kedgwick,47.6446,-67.3434,,chippingham.com,,,,
,,,,E,E8C,NB,New Brunswick,Dalhousie,48.055,-66.3847,,chmic.ca,,,,
,,,,E,E8E,NB,New Brunswick,Balmoral,47.679,-66.4342,,chriskorteipc.ca,,,,
,,,,E,E8G,NB,New Brunswick,Belledune,47.8023,-66.1243,,christiancu.ca,,,,
,,,,E,E8J,NB,New Brunswick,Petit-Rocher,47.7941,-65.8219,,christianschoolfoundation.ca,,,,
,,,,E,E8K,NB,New Brunswick,Beresford,47.6913,-65.6989,,chroniclewealth.com,,,,
,,,,E,E8L,NB,New Brunswick,Allardville,47.475,-65.495,,ci.com,,,,
,,,,E,E8M,NB,New Brunswick,Saint-Isidore,47.5765,-65.1379,,cicfinancial.ca,,,,
,,,,E,E8N,NB,New Brunswick,Grande-Anse,47.8078,-65.1945,,cidel.com,,,,
,,,,E,E8P,NB,New Brunswick,Inkerman,47.6672,-64.8248,,cigfin.com,,,,
,,,,E,E8R,NB,New Brunswick,Paquetville,47.6383,-65.1709,,cinaport.com,,,,
,,,,E,E8S,NB,New Brunswick,Shippagan,47.7287,-64.7247,,citco.com,,,,
,,,,E,E8T,NB,New Brunswick,Lam̬que,47.7936,-64.6475,,citigroup.com,,,,
,,,,E,E9A,NB,New Brunswick,Baie-Sainte-Anne,47.0188,-64.92,,ck-ca.com,,,,
,,,,E,E9B,NB,New Brunswick,Blackville,46.7398,-65.8319,,claritymd.ca,,,,
,,,,E,E9C,NB,New Brunswick,Doaktown,46.557,-66.1257,,claritywealth.com,,,,
,,,,E,E9E,NB,New Brunswick,Red Bank,46.8486,-65.6772,,clarkfinancialwindsor.com,,,,
,,,,E,E9G,NB,New Brunswick,Neguac,47.2489,-65.0741,,claymorefinancialgroup.com,,,,
,,,,E,E9H,NB,New Brunswick,Brantville,47.3528,-65.0538,,claytonfinancial.ca,,,,
,,,,A,A0A,NL,Newfoundland and Labrador,Southeastern Avalon Peninsula (Ferryland),47.2195,-53.1448,,clearpathplanning.com,,,,
,,,,A,A0B,NL,Newfoundland and Labrador,Western Avalon Peninsula (Argentia),47.327,-53.6609,,clearpointwm.com,,,,
,,,,A,A0C,NL,Newfoundland and Labrador,Bonavista Peninsula (Bonavista),48.3843,-53.9081,,clearrockfinancial.com,,,,
,,,,A,A0E,NL,Newfoundland and Labrador,Burin Peninsula (Marystown),47.5607,-54.7801,,clearstonewealth.com,,,,
,,,,A,A0G,NL,Newfoundland and Labrador,Northeast Newfoundland (Lewisporte),48.8657,-54.7296,,clearvistaadvisory.ca,,,,
,,,,A,A0H,NL,Newfoundland and Labrador,Central Newfoundland (Bishops Falls),48.4311,-56.1758,,clearwealth.ca,,,,
,,,,A,A0J,NL,Newfoundland and Labrador,Northern Newfoundland (Springdale),49.5067,-56.2616,,clewesconsult.com,,,,
,,,,A,A0K,NL,Newfoundland and Labrador,Northwest Newfoundland/Eastern Labrador (Mary's Harbour),52.7359,-57.9825,,clientfirstgroup.ca,,,,
,,,,A,A0L,NL,Newfoundland and Labrador,Western Newfoundland (Lark Harbour),48.9445,-58.0645,,cluettinsurance.ca,,,,
,,,,A,A0M,NL,Newfoundland and Labrador,Southwestern Newfoundland (Channel-Port aux Basques),47.8037,-58.3869,,cmcmarkets.com,,,,
,,,,A,A0N,NL,Newfoundland and Labrador,Port au Port Peninsula region (St. George's),48.0868,-57.8231,,cmins.ca,,,,
,,,,A,A0P,NL,Newfoundland and Labrador,Central Labrador (Happy Valley-Goose Bay),54.9549,-61.6024,,cmllp.com,,,,
,,,,A,A0R,NL,Newfoundland and Labrador,North/Western Labrador (Churchill Falls),53.54,-65.112,,cmurphy.ca,,,,
,,,,A,A1A,NL,Newfoundland and Labrador,St. John's North,47.5986,-52.6926,,coastcapitalsavings.com,,,,
,,,,A,A1B,NL,Newfoundland and Labrador,St. John's Northwest Newfoundland & Labrador Provincial Government,47.5698,-52.7796,,cobourgaccounting.ca,,,,
,,,,A,A1C,NL,Newfoundland and Labrador,St. John's North Central,47.5124,-52.6729,,coganfinancial.com,,,,
,,,,A,A1E,NL,Newfoundland and Labrador,St. John's Central,47.5334,-52.7595,,cogeco.net,,,,
,,,,A,A1G,NL,Newfoundland and Labrador,St. John's South,47.506,-52.7603,,colinbarry.ca,,,,
,,,,A,A1H,NL,Newfoundland and Labrador,St. John's Southwest,47.483,-52.8415,,collingridgefinancial.ca,,,,
,,,,A,A1K,NL,Newfoundland and Labrador,Torbay,47.6666,-52.7313,,collinsbarrow.com,,,,
,,,,A,A1L,NL,Newfoundland and Labrador,Paradise,47.5291,-52.8814,,collinsbarrowsarnia.com,,,,
,,,,A,A1M,NL,Newfoundland and Labrador,Portugal Cove-St. Philips,47.6207,-52.8318,,coltonaverydeacon.com,,,,
,,,,A,A1N,NL,Newfoundland and Labrador,Mount Pearl,47.5194,-52.8122,,community.creditu.net,,,,
,,,,A,A1S,NL,Newfoundland and Labrador,Goulds,47.4212,-52.8077,,communityfirst-yncu.com,,,,
,,,,A,A1V,NL,Newfoundland and Labrador,Gander,48.9682,-54.5906,,compass-tax.ca,,,,
,,,,A,A1W,NL,Newfoundland and Labrador,Manuels,47.5096,-52.9447,,compassnotary.com,,,,
,,,,A,A1X,NL,Newfoundland and Labrador,Conception Bay,47.4999,-52.9981,,compasswealthpartners.ca,,,,
,,,,A,A1Y,NL,Newfoundland and Labrador,Carbonear,47.7113,-53.2953,,completefinancialsolutions.ca,,,,
,,,,A,A2A,NL,Newfoundland and Labrador,Grand Falls,48.9332,-55.6649,,completewealth.ca,,,,
,,,,A,A2B,NL,Newfoundland and Labrador,Windsor,48.9499,-55.6649,,comsavings.com,,,,
,,,,A,A2H,NL,Newfoundland and Labrador,Corner Brook,48.9156,-57.797,,comtechcu.com,,,,
,,,,A,A2N,NL,Newfoundland and Labrador,Stephenville,48.55,-58.5818,,conceptfinancial.ca,,,,
,,,,A,A2V,NL,Newfoundland and Labrador,Labrador City,52.9517,-66.9328,,concertcpa.ca,,,,
,,,,A,A5A,NL,Newfoundland and Labrador,Clarenville,48.1666,-53.9648,,concretewealth.ca,,,,
,,,,A,A8A,NL,Newfoundland and Labrador,Deer Lake,49.1667,-57.4316,,conestogac.on.ca,,,,
,,,,B,B0C,NS,Nova Scotia,North Victoria County (Dingwall),46.6482,-60.5396,,conexus.ca,,,,
,,,,B,B0E,NS,Nova Scotia,West Cape Breton Island (Baddeck),46.1133,-61.0251,,confidowealth.ca,,,,
,,,,B,B0H,NS,Nova Scotia,Canso region (Havre Boucher),45.3335,-61.8333,,continuumfinancialcentres.com,,,,
,,,,B,B0J,NS,Nova Scotia,Mainland east shore (Lunenburg),44.9419,-62.6471,,copower.me,,,,
,,,,B,B0K,NS,Nova Scotia,Southern Northumberland Strait (Pictou),45.6138,-62.9506,,copperfin.ca,,,,
,,,,B,B0L,NS,Nova Scotia,Isthmus of Chignecto (River H̩bert),45.6908,-64.3641,,cordisfinancial.ca,,,,
,,,,B,B0M,NS,Nova Scotia,Cobequid Bay north shore (Springhill),45.5354,-64.0393,,coreconditioningprogram.ca,,,,
,,,,B,B0N,NS,Nova Scotia,Hants County (Shubenacadie),45.0963,-63.4701,,corefinancialplanning.ca,,,,
,,,,B,B0P,NS,Nova Scotia,Kings County (Kingston),45.0328,-64.6566,,coreplan.net,,,,
,,,,B,B0R,NS,Nova Scotia,West Lunenburg County (New Germany),44.6003,-64.7443,,corioliscapital.com,,,,
,,,,B,B0S,NS,Nova Scotia,West Annapolis County (Middleton),44.6861,-65.3002,,cormark.com,,,,
,,,,B,B0T,NS,Nova Scotia,Queens County (Shelburne),44.0802,-65.1175,,cornerstonecfg.ca,,,,
,,,,B,B0V,NS,Nova Scotia,Digby Neck (Digby),44.5342,-65.7783,,cornerstonecu.com,,,,
,,,,B,B0W,NS,Nova Scotia,Southwest Mainland (Weymouth),44.0486,-65.7547,,cornerstonewealth.ca,,,,
,,,,B,B1A,NS,Nova Scotia,Glace Bay,46.197,-59.957,,corriganfinancial.com,,,,
,,,,B,B1B,NS,Nova Scotia,Port Morien,46.1174,-59.9144,,corrystaff.com,,,,
,,,,B,B1C,NS,Nova Scotia,Louisbourg,45.9485,-59.9737,,coughlin.ca,,,,
,,,,B,B1E,NS,Nova Scotia,Reserve Mines,46.1845,-60.0166,,couillard.ca,,,,
,,,,B,B1G,NS,Nova Scotia,Dominion,46.2168,-60.0151,,courtsgroup.ca,,,,
,,,,B,B1H,NS,Nova Scotia,New Waterford,46.2501,-60.0817,,coutureservicesfinanciers.ca,,,,
,,,,B,B1J,NS,Nova Scotia,East Bay,45.9834,-60.3652,,coveadvisors.com,,,,
,,,,B,B1K,NS,Nova Scotia,Marion Bridge,45.9668,-60.2318,,covenant.ca,,,,
,,,,B,B1L,NS,Nova Scotia,Sydney Southwest,46.0627,-60.2045,,covingtoncapitalcorp.com,,,,
,,,,B,B1M,NS,Nova Scotia,Sydney East,46.127,-60.0696,,covistacapital.com,,,,
,,,,B,B1N,NS,Nova Scotia,Sydney North,46.1975,-60.1559,,cowanasset.com,,,,
,,,,B,B1P,NS,Nova Scotia,Sydney North Central,46.1341,-60.1749,,cowangroup.ca,,,,
,,,,B,B1R,NS,Nova Scotia,Sydney West,46.1284,-60.2915,,coxfinancialgroup.ca,,,,
,,,,B,B1S,NS,Nova Scotia,Sydney Central,46.1109,-60.2092,,cpahorizon.ca,,,,
,,,,B,B1T,NS,Nova Scotia,Christmas Island,45.9668,-60.7152,,cpbernard.ca,,,,
,,,,B,B1V,NS,Nova Scotia,North Sydney North,46.2437,-60.2313,,cpfg.com,,,,
,,,,B,B1W,NS,Nova Scotia,Eskasoni,45.9328,-60.6438,,cpfinancial.ca,,,,
,,,,B,B1X,NS,Nova Scotia,Big Bras d'Or,46.2904,-60.47,,cpmgmtcorp.ca,,,,
,,,,B,B1Y,NS,Nova Scotia,Alder Point,46.2538,-60.3566,,cpwm.ca,,,,
,,,,B,B2A,NS,Nova Scotia,North Sydney South Central,46.1169,-60.3769,,craigandtaylor.com,,,,
,,,,B,B2C,NS,Nova Scotia,Iona,45.9948,-60.8421,,craigross.com,,,,
,,,,B,B2E,NS,Nova Scotia,Loch Lomond,45.7501,-60.6152,,cravenfp.com,,,,
,,,,B,B2G,NS,Nova Scotia,Antigonish,45.6168,-61.9986,,crawfordfinancial.ca,,,,
,,,,B,B2H,NS,Nova Scotia,New Glasgow,45.5834,-62.6486,,crawfordss.com,,,,
,,,,B,B2J,NS,Nova Scotia,Fourchu,45.707,-60.4665,,createwealth.ca,,,,
,,,,B,B2N,NS,Nova Scotia,Truro,45.3668,-63.2654,,credential.com,,,,
,,,,B,B2R,NS,Nova Scotia,Waverley,44.7599,-63.5525,,credit-suisse.com,,,,
,,,,B,B2S,NS,Nova Scotia,Lantz,45.0209,-63.5344,,cremasco.com,,,,
,,,,B,B2T,NS,Nova Scotia,Enfield,44.8749,-63.4689,,crius.ca,,,,
,,,,B,B2V,NS,Nova Scotia,Dartmouth Morris Lake,44.6529,-63.4777,,crosbieco.com,,,,
,,,,B,B2W,NS,Nova Scotia,Dartmouth East Central,44.6752,-63.5077,,crosbyincorporated.com,,,,
,,,,B,B2X,NS,Nova Scotia,Dartmouth North Central,44.702,-63.533,,crossgrove.com,,,,
,,,,B,B2Y,NS,Nova Scotia,Dartmouth South Central,44.6645,-63.5453,,crossroadsfinancial.ca,,,,
,,,,B,B2Z,NS,Nova Scotia,Dartmouth East,44.7227,-63.4223,,crowemackay.ca,,,,
,,,,B,B3A,NS,Nova Scotia,Dartmouth Southwest,44.6819,-63.5768,,crowesoberman.com,,,,
,,,,B,B3B,NS,Nova Scotia,Dartmouth Northwest,44.7091,-63.5869,,crowncapital.ca,,,,
,,,,B,B3E,NS,Nova Scotia,Porters Lake,44.7722,-63.3361,,crute.net,,,,
,,,,B,B3G,NS,Nova Scotia,Eastern Passage,44.6169,-63.482,,crwealthmanagement.ca,,,,
,,,,B,B3H,NS,Nova Scotia,Halifax Lower Harbour,44.6344,-63.5822,,csfg.ca,,,,
,,,,B,B3J,NS,Nova Scotia,Halifax Mid-Harbour Nova Scotia Provincial Government,44.6451,-63.5762,,csiccorp.com,,,,
,,,,B,B3K,NS,Nova Scotia,Halifax Upper Harbour,44.662,-63.6017,,csiplan.ca,,,,
,,,,B,B3L,NS,Nova Scotia,Halifax Central,44.6508,-63.6146,,csolve.net,,,,
,,,,B,B3M,NS,Nova Scotia,Halifax Bedford Basin,44.6784,-63.6582,,cst.org,,,,
,,,,B,B3N,NS,Nova Scotia,Halifax South Central,44.631,-63.6405,,cstresp.com,,,,
,,,,B,B3P,NS,Nova Scotia,Halifax North West Arm,44.6139,-63.5946,,cullitoncerullo.com,,,,
,,,,B,B3R,NS,Nova Scotia,Halifax South,44.5939,-63.6031,,curatewealth.com,,,,
,,,,B,B3S,NS,Nova Scotia,Halifax West,44.6533,-63.6675,,curias.ca,,,,
,,,,B,B3T,NS,Nova Scotia,Lakeside,44.5683,-63.7306,,curreyinsurance.com,,,,
,,,,B,B3V,NS,Nova Scotia,Harrietsfield,44.5199,-63.6064,,curryfinancialgroup.com,,,,
,,,,B,B3Z,NS,Nova Scotia,Tantallon,44.6386,-63.8687,,cussonanderson.ca,,,,
,,,,B,B4A,NS,Nova Scotia,Bedford Southeast,44.7232,-63.656,,customplanfinancial.com,,,,
,,,,B,B4B,NS,Nova Scotia,Bedford Northwest,44.7509,-63.7711,,cutrarawealth.com,,,,
,,,,B,B4C,NS,Nova Scotia,Lower Sackville South,44.7607,-63.637,,cuwealth.ca,,,,
,,,,B,B4E,NS,Nova Scotia,Lower Sackville West,44.8163,-63.7387,,cvbenefits.com,,,,
,,,,B,B4G,NS,Nova Scotia,Lower Sackville North,44.8814,-63.6798,,cvretirementplanning.com,,,,
,,,,B,B4H,NS,Nova Scotia,Amherst,45.8335,-64.1987,,cwbank.com,,,,
,,,,B,B4N,NS,Nova Scotia,Kentville,45.0834,-64.4988,,cwbwealth.com,,,,
,,,,B,B4P,NS,Nova Scotia,Wolfville,45.0834,-64.3655,,cwchan.com,,,,
,,,,B,B4R,NS,Nova Scotia,Coldbrook,45.0668,-64.5821,,cwfgroup.com,,,,
,,,,B,B4V,NS,Nova Scotia,Bridgewater,44.3835,-64.5155,,cwmg.ca,,,,
,,,,B,B5A,NS,Nova Scotia,Yarmouth,43.8335,-66.1156,,cwpinc.ca,,,,
,,,,B,B6L,NS,Nova Scotia,Truro,45.4093,-63.2114,,cygnusinvestmentpartners.com,,,,
,,,,B,B9A,NS,Nova Scotia,Port Hawkesbury,45.6168,-61.3485,,cypressinsurance.ca,,,,
,,,,X,X0E,NT,Northwest Territories and Nunavut,Central Northwest Territories (Inuvik),66.8714,-120.225,,danallenfinancial.com,,,,
,,,,X,X0G,NT,Northwest Territories and Nunavut,Southwestern Northwest Territories (Fort Liard),60.2563,-123.383,,danbortolotti.com,,,,
,,,,X,X1A,NT,Northwest Territories and Nunavut,Yellowknife,62.456,-114.353,,dandeanfinancial.com,,,,
,,,,X,X0A,NU,Northwest Territories and Nunavut,Outer Nunavut (Iqaluit),79.6218,-76.7765,,darlingfinancial.com,,,,
,,,,X,X0B,NU,Northwest Territories and Nunavut,Central Nunavut (Cambridge Bay),70.9072,-106.96,,darrensweeney.ca,,,,
,,,,X,X0C,NU,Northwest Territories and Nunavut,Inner Nunavut (Rankin Inlet),64.1647,-94.7724,,darryldemille.com,,,,
,,,,P,P0R,ON,Northern Ontario,Algoma Southwest (Blind River),46.5984,-83.0385,,dascott.ca,,,,
,,,,N,N3P,ON,Southwestern Ontario,Brantford Northeast,43.1818,-80.2367,,davestaxservice.ca,,,,
,,,,N,N3R,ON,Southwestern Ontario,Brantford Central,43.1692,-80.2684,,david-burns.com,,,,
,,,,N,N3S,ON,Southwestern Ontario,Brantford Southeast,43.1394,-80.2357,,davidchiucga.com,,,,
,,,,N,N3T,ON,Southwestern Ontario,Brantford Southwest,43.131,-80.3254,,davidgorveatte.com,,,,
,,,,N,N3V,ON,Southwestern Ontario,Brantford Northwest,43.1734,-80.298,,davidmaynard.ca,,,,
,,,,L,L0N,ON,Central Ontario,Dufferin County (Shelburne),44.0317,-80.2068,,davidnoelfinancial.ca,,,,
,,,,K,K0H,ON,Eastern Ontario,"Frontenac County, Addington County, Loyalist Shores and Southwest Leeds (Inverary)",44.7208,-76.8334,,davieslegacy.ca,,,,
,,,,L,L0P,ON,Central Ontario,Halton Regional Municipality (Campbellville),43.4906,-79.9998,,davisbirdgroup.ca,,,,
,,,,L,L9E,ON,Central Ontario,Milton,43.5168,-79.8829,,davismartindale.com,,,,
,,,,L,L8E,ON,Central Ontario,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),43.2245,-79.6988,,db.com,,,,
,,,,L,L8G,ON,Central Ontario,Hamilton (Greenford / North Gershome / West Stoney Creek),43.2164,-79.7423,,dbs.com,,,,
,,,,L,L8H,ON,Central Ontario,Hamilton (West Kentley / McQuesten / Parkview / Hamilton Beach / East Industrial Sector / Normanhurst / Homeside / East Crown Point),43.2596,-79.7925,,dccompletefinancial.com,,,,
,,,,L,L8J,ON,Central Ontario,Hamilton (East Albion Falls / South Stoney Creek),43.1836,-79.721,,ddfinancial.ca,,,,
,,,,L,L8K,ON,Central Ontario,Hamilton (East Delta / Bartonville / Glenview / Rosedale / Lower King's Forest / Red Hill / Corman / Vincent / South Gershome),43.2211,-79.7994,,deanpaley.com,,,,
,,,,L,L8L,ON,Central Ontario,Hamilton (West Industrial Sector / West Crown Point / North Stipley / North Gibson / Landsdale / Keith / North End / Beasley),43.2783,-79.8344,,debmoore.ca,,,,
,,,,L,L8M,ON,Central Ontario,Hamilton (West Delta / Blakeley / South Stipley / South Gibson / St. Clair),43.2441,-79.8359,,deboski.com,,,,
,,,,L,L8N,ON,Central Ontario,Hamilton (Stinson / Corktown),43.4017,-80.017,,dedicatedfs.ca,,,,
,,,,L,L8P,ON,Central Ontario,Hamilton (Durand / Kirkendall / Chedoke Park),43.2514,-79.8925,,deedsgroup.com,,,,
,,,,L,L8R,ON,Central Ontario,Hamilton (Central / Strathcona / South Dundurn),43.2726,-79.8792,,deethco.com,,,,
,,,,L,L8S,ON,Central Ontario,Hamilton (Westdale / Cootes Paradise / Ainslie Wood),43.2606,-79.9161,,dehoney.com,,,,
,,,,L,L8T,ON,Central Ontario,Hamilton (Sherwood / Huntington / Upper King's Forest / Lisgar / Berrisfield / Hampton Heights / Sunninghill),43.2199,-79.8286,,delagency.com,,,,
,,,,L,L8V,ON,Central Ontario,Hamilton (Raleigh / Macassa / Lawfield / Thorner / Burkholme / Eastmount),43.2266,-79.8499,,delanocapital.ca,,,,
,,,,L,L8W,ON,Central Ontario,Hamilton (West Albion Falls / Hannon / Rymal / Trenholme / Quinndale / Templemead / Broughton / Eleanor / Randall / Rushdale / Butler / East Chappel),43.1958,-79.8458,,delauretis.com,,,,
,,,,L,L9A,ON,Central Ontario,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),43.2271,-79.871,,delisiandassociates.com,,,,
,,,,L,L9B,ON,Central Ontario,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy / Southwest Outskirts),43.2055,-79.9004,,deloitte.com,,,,
,,,,L,L9C,ON,Central Ontario,Hamilton (Southam / Bonnington / Yeoville / Kernighan / Gourley / Rolston / Buchanan / Mohawk / Westcliffe / Gilbert / Gilkson / Gurnett / Fessenden / Mountview),43.2313,-79.9049,,deltacatalystcorp.com,,,,
,,,,K,K0L,ON,Eastern Ontario,Peterborough County and North Hastings County (Lakefield),44.7767,-77.9687,,desjardins.com,,,,
,,,,K,K0J,ON,Eastern Ontario,Renfrew County and Lanark Highlands Township (Deep River),45.6606,-77.5886,,desouzafinancial.com,,,,
,,,,M,M3K,ON,Metropolitan Toronto,Downsview East (CFB Toronto),43.739,-79.4692,,dethomasfinancial.com,,,,
,,,,M,M4E,ON,Metropolitan Toronto,East Toronto (The Beaches),43.6784,-79.2941,,deuzeman.ca,,,,
,,,,M,M4J,ON,Metropolitan Toronto,East Toronto (The Danforth East),43.6872,-79.3368,,devereauxfinancial.com,,,,
,,,,M,M4K,ON,Metropolitan Toronto,East Toronto (The Danforth West / Riverdale),43.6803,-79.3538,,dewdney.ca,,,,
,,,,M,M4L,ON,Metropolitan Toronto,East Toronto (India Bazaar / The Beaches West),43.6693,-79.3155,,dewinterfinancial.com,,,,
,,,,M,M4M,ON,Metropolitan Toronto,East Toronto (Studio District),43.6561,-79.3406,,dfgroup.ca,,,,
,,,,M,M4N,ON,Metropolitan Toronto,Central Toronto (Lawrence Park East),43.7301,-79.3935,,dfs.ca,,,,
,,,,M,M4P,ON,Metropolitan Toronto,Central Toronto (Davisville North),43.7135,-79.3887,,dfsin.ca,,,,
,,,,M,M4R,ON,Metropolitan Toronto,Central Toronto (North Toronto West),43.7143,-79.4065,,dfsinhamilton.ca,,,,
,,,,M,M4S,ON,Metropolitan Toronto,Central Toronto (Davisville),43.702,-79.3853,,dfsinnovascotia.ca,,,,
,,,,M,M4T,ON,Metropolitan Toronto,Central Toronto (Moore Park / Summerhill East),43.6899,-79.3853,,dfsinocr.ca,,,,
,,,,M,M4V,ON,Metropolitan Toronto,Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),43.6861,-79.4025,,dfsinottawa.ca,,,,
,,,,M,M4W,ON,Metropolitan Toronto,Downtown Toronto (Rosedale),43.6827,-79.373,,dgfs.ca,,,,
,,,,M,M4X,ON,Metropolitan Toronto,Downtown Toronto (St. James Town / Cabbagetown),43.6684,-79.3689,,dhestatelaw.com,,,,
,,,,M,M4Y,ON,Metropolitan Toronto,Downtown Toronto (Church and Wellesley),43.6656,-79.383,,dhrobertsfinancial.ca,,,,
,,,,M,M5A,ON,Metropolitan Toronto,Downtown Toronto (Regent Park / Port of Toronto),43.6555,-79.3626,,diamondretirement.com,,,,
,,,,M,M5B,ON,Metropolitan Toronto,Downtown Toronto (Ryerson),43.6572,-79.3783,,dibrina.com,,,,
,,,,M,M5C,ON,Metropolitan Toronto,Downtown Toronto (St. James Park),43.6513,-79.3756,,discovery-financial.ca,,,,
,,,,M,M5E,ON,Metropolitan Toronto,Downtown Toronto (Berczy Park),43.6456,-79.3754,,discovery-wealth.com,,,,
